id,title,category,amount,date,isEssential,note
1973,Charity Foundation Contribution,Other,1705.30,2026-05-03,false,Monthly child education and midday meal sponsorship (Recorded on 2026-05-03)
1974,Local Fruit Stall,Food,314.03,2026-05-04,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2026-05-04)
1975,Coursera AI Specialization,Learn,4333.29,2026-05-04,true,Machine learning and deep neural networks lab (Recorded on 2026-05-04)
1976,Whole Foods Grocery,Food,3643.38,2026-05-05,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2026-05-05)
1977,Zara Linen Summer Collection,Shopping,5196.32,2026-05-05,false,Breathable cotton casual button-up shirts (Recorded on 2026-05-05)
1978,Friend Wedding / Birthday Gift,Other,3080.33,2026-05-05,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-05-05)
1979,Board Game Pub & Cafe,Fun,1161.54,2026-05-05,false,Strategy game night craft beers and nacho platters (Recorded on 2026-05-05)
1980,Diagnostic Comprehensive Blood Panel,Health,2657.13,2026-05-05,true,Full body health checkup; liver and lipid profile (Recorded on 2026-05-05)
1981,Spotify Premium Family Plan,Fun,1799.00,2026-05-06,false,Annual ad-free multi-user music streaming (Recorded on 2026-05-06)
1982,City Mall Parking Fee,Transport,145.56,2026-05-06,false,Multi-level basement underground parking validation (Recorded on 2026-05-06)
1983,Board Game Pub & Cafe,Fun,1124.48,2026-05-06,false,Strategy game night craft beers and nacho platters (Recorded on 2026-05-06)
1984,Go-Karting Speedway Grand Prix,Fun,3282.73,2026-05-06,false,Weekend competitive racing sessions with group (Recorded on 2026-05-06)
1985,Friend Wedding / Birthday Gift,Other,4922.04,2026-05-07,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-05-07)
1986,Udemy Masterclass Bootcamp,Learn,871.93,2026-05-07,true,Full-stack distributed cloud architecture video course (Recorded on 2026-05-07)
1987,Deep Home Sanitization Service,Other,3274.66,2026-05-08,true,Quarterly professional deep house cleaning and scrub (Recorded on 2026-05-08)
1988,Nike Marathon Running Shoes,Shopping,10757.57,2026-05-08,false,Long distance training air zoom cushion sneakers (Recorded on 2026-05-08)
1989,Cult.fit Fitness Gym Pass,Health,5511.05,2026-05-08,true,Quarterly fitness center gym and yoga pass (Recorded on 2026-05-08)
1990,Amazon Tech Essentials,Shopping,2491.78,2026-05-08,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2026-05-08)
1991,Zomato Weekend Dinner,Food,1018.40,2026-05-08,false,Family gourmet pizza and pasta treat (Recorded on 2026-05-08)
1992,Charity Foundation Contribution,Other,2672.90,2026-05-08,false,Monthly child education and midday meal sponsorship (Recorded on 2026-05-08)
1993,PlayStation Store RPG Purchase,Fun,4206.27,2026-05-09,false,Digital deluxe collector edition open world game (Recorded on 2026-05-09)
1994,Uniqlo Airism Essentials,Shopping,3431.31,2026-05-09,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-05-09)
1995,PVR IMAX 3D Recliner Tickets,Fun,1376.37,2026-05-09,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2026-05-09)
1996,Deep Home Sanitization Service,Other,3683.16,2026-05-09,true,Quarterly professional deep house cleaning and scrub (Recorded on 2026-05-09)
1997,Electricity Power Utility,Bills,3882.06,2026-05-10,true,Monthly household air conditioning electricity bill (Recorded on 2026-05-10)
1998,Netflix 4K UltraHD Subscription,Fun,649.00,2026-05-10,false,Monthly family tier streaming account (Recorded on 2026-05-10)
1999,Diagnostic Comprehensive Blood Panel,Health,3532.77,2026-05-10,true,Full body health checkup; liver and lipid profile (Recorded on 2026-05-10)
2000,Uniqlo Airism Essentials,Shopping,3265.98,2026-05-10,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-05-10)
2001,Kindle Technical E-Books,Learn,480.04,2026-05-10,true,Software engineering architecture & financial books (Recorded on 2026-05-10)
2002,Blinkit Quick Delivery,Food,268.71,2026-05-11,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2026-05-11)
2003,Dry Cleaning & Garment Care,Other,1142.93,2026-05-11,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-11)
2004,PVR IMAX 3D Recliner Tickets,Fun,1581.88,2026-05-11,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2026-05-11)
2005,Blinkit Quick Delivery,Food,385.98,2026-05-11,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2026-05-11)
2006,IKEA Modular Desk Organizers,Shopping,3274.04,2026-05-11,false,Desk cable management units; drawer trays & LED (Recorded on 2026-05-11)
2007,Fine Dining Restaurant,Food,7348.73,2026-05-12,false,Special anniversary dinner buffet (Recorded on 2026-05-12)
2008,Apple Store MagSafe Battery,Shopping,9818.57,2026-05-12,false,Official magnetic fast wireless battery pack (Recorded on 2026-05-12)
2009,Fine Dining Restaurant,Food,6014.44,2026-05-13,false,Special anniversary dinner buffet (Recorded on 2026-05-13)
2010,Neighborhood Hardware Store,Shopping,947.66,2026-05-13,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-05-13)
2011,Neighborhood Hardware Store,Shopping,1090.82,2026-05-13,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-05-13)
2012,Dry Cleaning & Garment Care,Other,1632.46,2026-05-13,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-13)
2013,Automobile Ceramic Detailing,Transport,3254.90,2026-05-13,false,Full interior vacuum; engine degrease and wash (Recorded on 2026-05-13)
2014,Physiotherapy Posture Rehab,Health,822.90,2026-05-13,true,Spine and cervical posture rehab therapy session (Recorded on 2026-05-13)
2015,LPG Cooking Gas Cylinder Refill,Bills,944.61,2026-05-14,true,Indane domestic LPG home delivery (Recorded on 2026-05-14)
2016,Spotify Premium Family Plan,Fun,1799.00,2026-05-14,false,Annual ad-free multi-user music streaming (Recorded on 2026-05-14)
2017,City Mall Parking Fee,Transport,247.15,2026-05-14,false,Multi-level basement underground parking validation (Recorded on 2026-05-14)
2018,Chai & Samosa Corner,Food,143.99,2026-05-14,true,Evening masala tea with team members (Recorded on 2026-05-14)
2019,Apollo Pharmacy Prescription,Health,599.80,2026-05-14,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2026-05-14)
2020,Friend Wedding / Birthday Gift,Other,2704.37,2026-05-15,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-05-15)
2021,Dental Scaling & Oral Checkup,Health,2042.62,2026-05-15,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-05-15)
2022,Auto Rickshaw Meter Fare,Transport,76.61,2026-05-15,true,Local city transit to metro station (Recorded on 2026-05-15)
2023,Dental Scaling & Oral Checkup,Health,1901.52,2026-05-15,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-05-15)
2024,Spotify Premium Family Plan,Fun,1799.00,2026-05-16,false,Annual ad-free multi-user music streaming (Recorded on 2026-05-16)
2025,PlayStation Store RPG Purchase,Fun,3704.42,2026-05-16,false,Digital deluxe collector edition open world game (Recorded on 2026-05-16)
2026,Society Apartment Maintenance,Bills,4764.52,2026-05-16,true,Monthly housing security; backup generator & lift fee (Recorded on 2026-05-16)
2027,Electricity Power Utility,Bills,1615.46,2026-05-16,true,Monthly household air conditioning electricity bill (Recorded on 2026-05-16)
2028,Diagnostic Comprehensive Blood Panel,Health,3318.32,2026-05-16,true,Full body health checkup; liver and lipid profile (Recorded on 2026-05-16)
2029,IRCTC Executive Train Ticket,Transport,1979.25,2026-05-17,true,Intercity executive AC chair car reservation (Recorded on 2026-05-17)
2030,Municipal Water Authority,Bills,660.48,2026-05-17,true,Quarterly residential piped water supply charges (Recorded on 2026-05-17)
2031,Auto Rickshaw Meter Fare,Transport,167.03,2026-05-17,true,Local city transit to metro station (Recorded on 2026-05-17)
2032,Dry Cleaning & Garment Care,Other,696.20,2026-05-17,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-17)
2033,IKEA Modular Desk Organizers,Shopping,7249.50,2026-05-17,false,Desk cable management units; drawer trays & LED (Recorded on 2026-05-17)
2034,Metro Smart Card Recharge,Transport,582.38,2026-05-17,true,Monthly unlimited metro transit card recharge (Recorded on 2026-05-17)
2035,Nike Marathon Running Shoes,Shopping,6202.98,2026-05-18,false,Long distance training air zoom cushion sneakers (Recorded on 2026-05-18)
2036,Concert Live Music Festival,Fun,8260.52,2026-05-18,false,Weekend rock concert arena general admission pass (Recorded on 2026-05-18)
2037,Municipal Water Authority,Bills,834.79,2026-05-19,true,Quarterly residential piped water supply charges (Recorded on 2026-05-19)
2038,Nike Marathon Running Shoes,Shopping,7772.60,2026-05-19,false,Long distance training air zoom cushion sneakers (Recorded on 2026-05-19)
2039,Zomato Weekend Dinner,Food,1102.50,2026-05-20,false,Family gourmet pizza and pasta treat (Recorded on 2026-05-20)
2040,Supermarket Staples,Food,5839.79,2026-05-20,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2026-05-20)
2041,Diagnostic Comprehensive Blood Panel,Health,3531.02,2026-05-20,true,Full body health checkup; liver and lipid profile (Recorded on 2026-05-20)
2042,Diagnostic Comprehensive Blood Panel,Health,3564.72,2026-05-20,true,Full body health checkup; liver and lipid profile (Recorded on 2026-05-20)
2043,Charity Foundation Contribution,Other,2216.33,2026-05-20,false,Monthly child education and midday meal sponsorship (Recorded on 2026-05-20)
2044,Airtel 5G Fiber Broadband,Bills,1393.63,2026-05-21,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2026-05-21)
2045,Go-Karting Speedway Grand Prix,Fun,2243.80,2026-05-21,false,Weekend competitive racing sessions with group (Recorded on 2026-05-21)
2046,iCloud / Google Cloud Storage,Bills,650.00,2026-05-21,true,2TB unified encrypted cloud backup subscription (Recorded on 2026-05-21)
2047,IKEA Modular Desk Organizers,Shopping,3205.58,2026-05-22,false,Desk cable management units; drawer trays & LED (Recorded on 2026-05-22)
2048,Uniqlo Airism Essentials,Shopping,3325.50,2026-05-22,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-05-22)
2049,Airtel 5G Fiber Broadband,Bills,1485.60,2026-05-23,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2026-05-23)
2050,Zara Linen Summer Collection,Shopping,3170.25,2026-05-23,false,Breathable cotton casual button-up shirts (Recorded on 2026-05-23)
2051,Local Fruit Stall,Food,429.81,2026-05-23,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2026-05-23)
2052,Express International Courier,Other,664.22,2026-05-23,true,Expedited legal document international courier parcel (Recorded on 2026-05-23)
2053,Concert Live Music Festival,Fun,7035.67,2026-05-23,false,Weekend rock concert arena general admission pass (Recorded on 2026-05-23)
2054,Cult.fit Fitness Gym Pass,Health,5239.72,2026-05-23,true,Quarterly fitness center gym and yoga pass (Recorded on 2026-05-23)
2055,Uniqlo Airism Essentials,Shopping,1893.59,2026-05-24,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-05-24)
2056,Blinkit Quick Delivery,Food,380.70,2026-05-24,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2026-05-24)
2057,Nike Marathon Running Shoes,Shopping,12421.49,2026-05-24,false,Long distance training air zoom cushion sneakers (Recorded on 2026-05-24)
2058,Amazon Tech Essentials,Shopping,3131.32,2026-05-24,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2026-05-24)
2059,Optometry Eye Checkup & Frames,Health,5292.35,2026-05-24,true,Blue-light blocking high-index prescription lenses (Recorded on 2026-05-24)
2060,iCloud / Google Cloud Storage,Bills,650.00,2026-05-25,true,2TB unified encrypted cloud backup subscription (Recorded on 2026-05-25)
2061,Neighborhood Hardware Store,Shopping,830.45,2026-05-25,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-05-25)
2062,Express International Courier,Other,935.77,2026-05-25,true,Expedited legal document international courier parcel (Recorded on 2026-05-25)
2063,Dry Cleaning & Garment Care,Other,767.31,2026-05-25,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-25)
2064,Expressway FASTag Toll,Transport,214.88,2026-05-25,true,State expressway toll automated electronic debit (Recorded on 2026-05-25)
2065,Go-Karting Speedway Grand Prix,Fun,2214.79,2026-05-26,false,Weekend competitive racing sessions with group (Recorded on 2026-05-26)
2066,Apollo Pharmacy Prescription,Health,1271.00,2026-05-26,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2026-05-26)
2067,Concert Live Music Festival,Fun,6132.17,2026-05-26,false,Weekend rock concert arena general admission pass (Recorded on 2026-05-26)
2068,Airtel 5G Fiber Broadband,Bills,1010.27,2026-05-26,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2026-05-26)
2069,Dry Cleaning & Garment Care,Other,1771.01,2026-05-26,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-26)
2070,Udemy Masterclass Bootcamp,Learn,1091.37,2026-05-26,true,Full-stack distributed cloud architecture video course (Recorded on 2026-05-26)
2071,Local Fruit Stall,Food,359.02,2026-05-27,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2026-05-27)
2072,Coursera AI Specialization,Learn,4385.11,2026-05-27,true,Machine learning and deep neural networks lab (Recorded on 2026-05-27)
2073,Zomato Weekend Dinner,Food,1351.87,2026-05-27,false,Family gourmet pizza and pasta treat (Recorded on 2026-05-27)
2074,Municipal Water Authority,Bills,787.15,2026-05-27,true,Quarterly residential piped water supply charges (Recorded on 2026-05-27)
2075,Auto Rickshaw Meter Fare,Transport,147.34,2026-05-27,true,Local city transit to metro station (Recorded on 2026-05-27)
2076,Charity Foundation Contribution,Other,4214.74,2026-05-27,false,Monthly child education and midday meal sponsorship (Recorded on 2026-05-27)
2077,Neighborhood Hardware Store,Shopping,968.80,2026-05-28,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-05-28)
2078,Language Mastery Application,Learn,2138.57,2026-05-28,false,Annual conversational language learning subscription (Recorded on 2026-05-28)
2079,Shell Petrol Station Fuel,Transport,2977.90,2026-05-28,true,Full tank unleaded petrol for vehicle (Recorded on 2026-05-28)
2080,Friend Wedding / Birthday Gift,Other,7433.19,2026-05-28,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-05-28)
2081,Kindle Technical E-Books,Learn,454.96,2026-05-29,true,Software engineering architecture & financial books (Recorded on 2026-05-29)
2082,Municipal Water Authority,Bills,437.45,2026-05-29,true,Quarterly residential piped water supply charges (Recorded on 2026-05-29)
2083,Zara Linen Summer Collection,Shopping,2978.22,2026-05-30,false,Breathable cotton casual button-up shirts (Recorded on 2026-05-30)
2084,Coursera AI Specialization,Learn,4552.87,2026-05-30,true,Machine learning and deep neural networks lab (Recorded on 2026-05-30)
2085,Zomato Weekend Dinner,Food,2135.34,2026-05-30,false,Family gourmet pizza and pasta treat (Recorded on 2026-05-30)
2086,Municipal Water Authority,Bills,629.64,2026-05-30,true,Quarterly residential piped water supply charges (Recorded on 2026-05-30)
2087,Deep Home Sanitization Service,Other,2553.68,2026-05-30,true,Quarterly professional deep house cleaning and scrub (Recorded on 2026-05-30)
2088,IKEA Modular Desk Organizers,Shopping,3300.32,2026-05-31,false,Desk cable management units; drawer trays & LED (Recorded on 2026-05-31)
2089,Dry Cleaning & Garment Care,Other,1384.58,2026-05-31,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-05-31)
2090,Udemy Masterclass Bootcamp,Learn,1092.51,2026-06-01,true,Full-stack distributed cloud architecture video course (Recorded on 2026-06-01)
2091,PVR IMAX 3D Recliner Tickets,Fun,967.10,2026-06-01,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2026-06-01)
2092,Municipal Water Authority,Bills,847.17,2026-06-01,true,Quarterly residential piped water supply charges (Recorded on 2026-06-01)
2093,City Mall Parking Fee,Transport,216.21,2026-06-01,false,Multi-level basement underground parking validation (Recorded on 2026-06-01)
2094,Coursera AI Specialization,Learn,4627.00,2026-06-02,true,Machine learning and deep neural networks lab (Recorded on 2026-06-02)
2095,Dry Cleaning & Garment Care,Other,1047.84,2026-06-02,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-06-02)
2096,Zomato Weekend Dinner,Food,1060.56,2026-06-02,false,Family gourmet pizza and pasta treat (Recorded on 2026-06-02)
2097,Starbucks Latte & Croissant,Food,509.84,2026-06-02,false,Meeting client over coffee & cookies (Recorded on 2026-06-02)
2098,IKEA Modular Desk Organizers,Shopping,2479.02,2026-06-02,false,Desk cable management units; drawer trays & LED (Recorded on 2026-06-02)
2099,Mobile 5G Postpaid Plan,Bills,1008.76,2026-06-02,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2026-06-02)
2100,Zomato Weekend Dinner,Food,1266.66,2026-06-03,false,Family gourmet pizza and pasta treat (Recorded on 2026-06-03)
2101,Auto Rickshaw Meter Fare,Transport,151.97,2026-06-03,true,Local city transit to metro station (Recorded on 2026-06-03)
2102,Neighborhood Hardware Store,Shopping,430.33,2026-06-03,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-06-03)
2103,Uniqlo Airism Essentials,Shopping,1942.00,2026-06-03,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-06-03)
2104,Mobile 5G Postpaid Plan,Bills,1141.72,2026-06-04,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2026-06-04)
2105,Apollo Pharmacy Prescription,Health,1171.47,2026-06-04,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2026-06-04)
2106,Dental Scaling & Oral Checkup,Health,1216.77,2026-06-04,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-04)
2107,Mobile 5G Postpaid Plan,Bills,1188.40,2026-06-04,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2026-06-04)
2108,Dental Scaling & Oral Checkup,Health,1333.14,2026-06-05,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-05)
2109,Uniqlo Airism Essentials,Shopping,1708.56,2026-06-05,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-06-05)
2110,Spotify Premium Family Plan,Fun,1799.00,2026-06-05,false,Annual ad-free multi-user music streaming (Recorded on 2026-06-05)
2111,Automobile Ceramic Detailing,Transport,2259.13,2026-06-05,false,Full interior vacuum; engine degrease and wash (Recorded on 2026-06-05)
2112,Metro Smart Card Recharge,Transport,909.42,2026-06-05,true,Monthly unlimited metro transit card recharge (Recorded on 2026-06-05)
2113,Express International Courier,Other,614.84,2026-06-06,true,Expedited legal document international courier parcel (Recorded on 2026-06-06)
2114,Dental Scaling & Oral Checkup,Health,2262.15,2026-06-06,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-06)
2115,Dental Scaling & Oral Checkup,Health,2122.86,2026-06-07,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-07)
2116,Whole Foods Grocery,Food,1933.78,2026-06-07,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2026-06-07)
2117,Apple Store MagSafe Battery,Shopping,9353.15,2026-06-07,false,Official magnetic fast wireless battery pack (Recorded on 2026-06-07)
2118,Zara Linen Summer Collection,Shopping,2771.81,2026-06-07,false,Breathable cotton casual button-up shirts (Recorded on 2026-06-07)
2119,Automobile Ceramic Detailing,Transport,2788.88,2026-06-07,false,Full interior vacuum; engine degrease and wash (Recorded on 2026-06-07)
2120,Metro Smart Card Recharge,Transport,509.40,2026-06-07,true,Monthly unlimited metro transit card recharge (Recorded on 2026-06-07)
2121,Kindle Technical E-Books,Learn,597.26,2026-06-08,true,Software engineering architecture & financial books (Recorded on 2026-06-08)
2122,Chai & Samosa Corner,Food,105.25,2026-06-08,true,Evening masala tea with team members (Recorded on 2026-06-08)
2123,Dry Cleaning & Garment Care,Other,1690.24,2026-06-08,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-06-08)
2124,Whole Foods Grocery,Food,2195.43,2026-06-08,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2026-06-08)
2125,Whole Foods Grocery,Food,3781.82,2026-06-08,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2026-06-08)
2126,Concert Live Music Festival,Fun,8005.87,2026-06-09,false,Weekend rock concert arena general admission pass (Recorded on 2026-06-09)
2127,Apple Store MagSafe Battery,Shopping,9603.07,2026-06-09,false,Official magnetic fast wireless battery pack (Recorded on 2026-06-09)
2128,Shell Petrol Station Fuel,Transport,4445.48,2026-06-09,true,Full tank unleaded petrol for vehicle (Recorded on 2026-06-09)
2129,Society Apartment Maintenance,Bills,4000.02,2026-06-09,true,Monthly housing security; backup generator & lift fee (Recorded on 2026-06-09)
2130,Neighborhood Hardware Store,Shopping,775.54,2026-06-09,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-06-09)
2131,Concert Live Music Festival,Fun,6351.18,2026-06-09,false,Weekend rock concert arena general admission pass (Recorded on 2026-06-09)
2132,Chai & Samosa Corner,Food,63.87,2026-06-10,true,Evening masala tea with team members (Recorded on 2026-06-10)
2133,PlayStation Store RPG Purchase,Fun,3342.55,2026-06-10,false,Digital deluxe collector edition open world game (Recorded on 2026-06-10)
2134,Whole Foods Grocery,Food,4249.97,2026-06-11,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2026-06-11)
2135,Express International Courier,Other,943.41,2026-06-11,true,Expedited legal document international courier parcel (Recorded on 2026-06-11)
2136,Nike Marathon Running Shoes,Shopping,10387.21,2026-06-11,false,Long distance training air zoom cushion sneakers (Recorded on 2026-06-11)
2137,Shell Petrol Station Fuel,Transport,4419.91,2026-06-11,true,Full tank unleaded petrol for vehicle (Recorded on 2026-06-11)
2138,Language Mastery Application,Learn,2213.27,2026-06-11,false,Annual conversational language learning subscription (Recorded on 2026-06-11)
2139,Go-Karting Speedway Grand Prix,Fun,1725.69,2026-06-11,false,Weekend competitive racing sessions with group (Recorded on 2026-06-11)
2140,IRCTC Executive Train Ticket,Transport,1109.96,2026-06-12,true,Intercity executive AC chair car reservation (Recorded on 2026-06-12)
2141,Nike Marathon Running Shoes,Shopping,11097.19,2026-06-12,false,Long distance training air zoom cushion sneakers (Recorded on 2026-06-12)
2142,Society Apartment Maintenance,Bills,4860.91,2026-06-12,true,Monthly housing security; backup generator & lift fee (Recorded on 2026-06-12)
2143,City Mall Parking Fee,Transport,198.74,2026-06-12,false,Multi-level basement underground parking validation (Recorded on 2026-06-12)
2144,Municipal Water Authority,Bills,650.19,2026-06-13,true,Quarterly residential piped water supply charges (Recorded on 2026-06-13)
2145,LPG Cooking Gas Cylinder Refill,Bills,947.62,2026-06-13,true,Indane domestic LPG home delivery (Recorded on 2026-06-13)
2146,Deep Home Sanitization Service,Other,3607.83,2026-06-13,true,Quarterly professional deep house cleaning and scrub (Recorded on 2026-06-13)
2147,iCloud / Google Cloud Storage,Bills,650.00,2026-06-13,true,2TB unified encrypted cloud backup subscription (Recorded on 2026-06-13)
2148,Udemy Masterclass Bootcamp,Learn,1384.42,2026-06-13,true,Full-stack distributed cloud architecture video course (Recorded on 2026-06-13)
2149,Dental Scaling & Oral Checkup,Health,1216.62,2026-06-14,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-14)
2150,Dry Cleaning & Garment Care,Other,1075.64,2026-06-14,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-06-14)
2151,Metro Smart Card Recharge,Transport,571.68,2026-06-14,true,Monthly unlimited metro transit card recharge (Recorded on 2026-06-14)
2152,Tech Conference Full Pass,Learn,9387.85,2026-06-14,true,Annual developer engineering summit registration (Recorded on 2026-06-14)
2153,Amazon Tech Essentials,Shopping,1735.90,2026-06-14,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2026-06-14)
2154,Dental Scaling & Oral Checkup,Health,1973.45,2026-06-15,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-15)
2155,Kindle Technical E-Books,Learn,624.65,2026-06-15,true,Software engineering architecture & financial books (Recorded on 2026-06-15)
2156,Language Mastery Application,Learn,2277.52,2026-06-15,false,Annual conversational language learning subscription (Recorded on 2026-06-15)
2157,iCloud / Google Cloud Storage,Bills,650.00,2026-06-16,true,2TB unified encrypted cloud backup subscription (Recorded on 2026-06-16)
2158,Coursera AI Specialization,Learn,4474.83,2026-06-16,true,Machine learning and deep neural networks lab (Recorded on 2026-06-16)
2159,Language Mastery Application,Learn,2510.41,2026-06-16,false,Annual conversational language learning subscription (Recorded on 2026-06-16)
2160,Neighborhood Hardware Store,Shopping,736.44,2026-06-16,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2026-06-16)
2161,Expressway FASTag Toll,Transport,493.60,2026-06-16,true,State expressway toll automated electronic debit (Recorded on 2026-06-16)
2162,Board Game Pub & Cafe,Fun,1733.76,2026-06-16,false,Strategy game night craft beers and nacho platters (Recorded on 2026-06-16)
2163,Uber Premier Commute,Transport,1238.80,2026-06-17,false,Airport ride terminal 2 business flight (Recorded on 2026-06-17)
2164,Dry Cleaning & Garment Care,Other,1766.49,2026-06-17,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-06-17)
2165,Dental Scaling & Oral Checkup,Health,1593.58,2026-06-18,true,Bi-annual preventive dental cleaning and exam (Recorded on 2026-06-18)
2166,Metro Smart Card Recharge,Transport,830.54,2026-06-18,true,Monthly unlimited metro transit card recharge (Recorded on 2026-06-18)
2167,Charity Foundation Contribution,Other,1807.73,2026-06-18,false,Monthly child education and midday meal sponsorship (Recorded on 2026-06-18)
2168,Charity Foundation Contribution,Other,3019.18,2026-06-18,false,Monthly child education and midday meal sponsorship (Recorded on 2026-06-18)
2169,Physiotherapy Posture Rehab,Health,1182.63,2026-06-18,true,Spine and cervical posture rehab therapy session (Recorded on 2026-06-18)
2170,Kindle Technical E-Books,Learn,737.72,2026-06-19,true,Software engineering architecture & financial books (Recorded on 2026-06-19)
2171,Diagnostic Comprehensive Blood Panel,Health,3217.88,2026-06-19,true,Full body health checkup; liver and lipid profile (Recorded on 2026-06-19)
2172,Starbucks Latte & Croissant,Food,628.33,2026-06-20,false,Meeting client over coffee & cookies (Recorded on 2026-06-20)
2173,LPG Cooking Gas Cylinder Refill,Bills,866.41,2026-06-20,true,Indane domestic LPG home delivery (Recorded on 2026-06-20)
2174,IKEA Modular Desk Organizers,Shopping,5794.05,2026-06-21,false,Desk cable management units; drawer trays & LED (Recorded on 2026-06-21)
2175,Dry Cleaning & Garment Care,Other,1282.63,2026-06-21,true,Winter wool coats; formal suits and blazers clean (Recorded on 2026-06-21)
2176,Friend Wedding / Birthday Gift,Other,5926.87,2026-06-21,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-06-21)
2177,Charity Foundation Contribution,Other,3249.02,2026-06-21,false,Monthly child education and midday meal sponsorship (Recorded on 2026-06-21)
2178,Uniqlo Airism Essentials,Shopping,1328.20,2026-06-21,true,Innerwear; cooling undershirts and crew socks (Recorded on 2026-06-21)
2179,Friend Wedding / Birthday Gift,Other,7354.35,2026-06-22,false,Custom engraved stainless steel wristwatch with box (Recorded on 2026-06-22)
2180,Cult.fit Fitness Gym Pass,Health,6102.41,2026-06-22,true,Quarterly fitness center gym and yoga pass (Recorded on 2026-06-22)
2181,Bakery Artisanal Bread & Pastry,Food,194.44,2026-06-22,true,Morning bakery supplies and sourdough loaf (Recorded on 2026-06-22)
2182,Cult.fit Fitness Gym Pass,Health,8547.77,2026-06-22,true,Quarterly fitness center gym and yoga pass (Recorded on 2026-06-22)
2183,Local Fruit Stall,Food,352.23,2026-06-23,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2026-06-23)
2184,Coursera AI Specialization,Learn,4990.95,2026-06-23,true,Machine learning and deep neural networks lab (Recorded on 2026-06-23)
2185,Coursera AI Specialization,Learn,4055.45,2026-06-23,true,Machine learning and deep neural networks lab (Recorded on 2026-06-23)
2186,Netflix 4K UltraHD Subscription,Fun,649.00,2026-06-23,false,Monthly family tier streaming account (Recorded on 2026-06-23)
